,emotion,sentence,label,tokenized_sentence,cleaned_tokens
16040,E61,박 씨 할머니 덕분에 내가 이 동네에 잘 적응할 수 있었어.,1,"['박', '씨', '할머니', '덕분에', '내가', '이', '동네', '##에', '잘', '적응', '##할', '수', '있었', '##어', '.']","['박', '씨', '할머니', '덕분에', '내가', '이', '동네', '잘', '적응', '수', '있었']"
16041,E61,이장님 덕분에 우리 마을 노인 공동체가 활성화되어서 너무 좋아.,1,"['이', '##장님', '덕분에', '우리', '마을', '노인', '공동체', '##가', '활성화', '##되어서', '너무', '좋아', '.']","['이', '덕분에', '우리', '마을', '노인', '공동체', '활성화', '너무', '좋아']"
16042,E61,앞집 아가씨는 고맙게도 우리 노부부에게 많은 관심을 가져 줘.,1,"['앞', '##집', '아가씨', '##는', '고맙', '##게도', '우리', '노부', '##부에', '##게', '많은', '관심을', '가져', '줘', '.']","['앞', '아가씨', '고맙', '우리', '노부', '많은', '관심을', '가져', '줘']"
16043,E61,손자들이 내가 이 세상 할머니 중에 가장 예쁘다고 말해줬어.,1,"['손', '##자들이', '내가', '이', '세상', '할머니', '중에', '가장', '예쁘다고', '말해', '##줬', '##어', '.']","['손', '내가', '이', '세상', '할머니', '중에', '가장', '예쁘다고', '말해']"
16115,E68,병원에서 드디어 나가서 내가 가장 좋아하는 물회를 먹을 생각에 벌써 기분이 좋아.,1,"['병원에서', '드디어', '나가서', '내가', '가장', '좋아하는', '물', '##회를', '먹을', '생각에', '벌써', '기분이', '좋아', '.']","['병원에서', '드디어', '나가서', '내가', '가장', '좋아하는', '물', '먹을', '생각에', '벌써', '기분이', '좋아']"
16116,E68,아내가 병실에 누워있는 모습만 봤는데 이제는 같이 산책할 수 있어서 기뻐!,1,"['아내가', '병', '##실에', '누워', '##있는', '모습', '##만', '봤는데', '이제는', '같이', '산책', '##할', '수', '있어서', '기뻐', '!']","['아내가', '병', '누워', '모습', '봤는데', '이제는', '같이', '산책', '수', '있어서', '기뻐']"
16117,E68,수술 전에는 식욕이 그렇게 없더니 이제는 먹고 싶은 게 정말 많아서 즐거워.,1,"['수술', '전에는', '식욕', '##이', '그렇게', '없', '##더니', '이제는', '먹고', '싶은', '게', '정말', '많아서', '즐거워', '.']","['수술', '전에는', '식욕', '그렇게', '없', '이제는', '먹고', '싶은', '게', '정말', '많아서', '즐거워']"
16118,E68,오랫동안 준비해왔던 해변 마라톤을 드디어 완주했어! 기분이 정말 날아갈 것 같아.,1,"['오랫동안', '준비해', '##왔던', '해변', '마라톤', '##을', '드디어', '완', '##주', '##했어', '!', '기분이', '정말', '날아', '##갈', '것', '같아', '.']","['오랫동안', '준비해', '해변', '마라톤', '드디어', '완', '기분이', '정말', '날아', '것', '같아']"
16119,E68,가족들 모두 살이 너무 많이 쪄서 이번 달부터 함께 등산하기로 했는데 기대돼.,1,"['가족들', '모두', '살이', '너무', '많이', '쪄서', '이번', '달', '##부터', '함께', '등산', '##하기로', '했는데', '기대', '##돼', '.']","['가족들', '모두', '살이', '너무', '많이', '쪄서', '이번', '달', '함께', '등산', '했는데', '기대']"
16120,E68,일이 힘들 때 조기 축구 할 생각만 하면 힘이 나!,1,"['일이', '힘들', '때', '조기', '축구', '할', '생각만', '하면', '힘이', '나', '!']","['일이', '힘들', '때', '조기', '축구', '할', '생각만', '하면', '힘이', '나']"
16121,E68,드디어 몇 년에 걸친 딸의 화상 수술이 끝났어. 정말 감격스러워!,1,"['드디어', '몇', '년', '##에', '걸친', '딸의', '화상', '수술', '##이', '끝났', '##어', '.', '정말', '감격', '##스러워', '!']","['드디어', '몇', '년', '걸친', '딸의', '화상', '수술', '끝났', '정말', '감격']"
16122,E68,물혹이 처음 발견되었을 때 얼마나 긴장했는지 몰라. 큰 이상이 아니어서 기뻐.,1,"['물', '##혹', '##이', '처음', '발견', '##되었을', '때', '얼마나', '긴장', '##했는지', '몰라', '.', '큰', '이상이', '아니어서', '기뻐', '.']","['물', '처음', '발견', '때', '얼마나', '긴장', '몰라', '큰', '이상이', '아니어서', '기뻐']"
16123,E68,요즘 들어 아침에 가볍게 잘 일어나는데 금연의 효과인 것 같아서 놀라워.,1,"['요즘', '들어', '아침에', '가볍게', '잘', '일어나는', '##데', '금연', '##의', '효과', '##인', '것', '같아서', '놀라', '##워', '.']","['요즘', '들어', '아침에', '가볍게', '잘', '일어나는', '금연', '효과', '것', '같아서', '놀라']"
16173,E66,은퇴를 하자마자 아내와 약속한 여행을 하기 위해 캠핑카를 주문했어.,1,"['은퇴', '##를', '하자', '##마', '##자', '아내와', '약속', '##한', '여행을', '하기', '위해', '캠핑', '##카를', '주문', '##했어', '.']","['은퇴', '하자', '아내와', '약속', '여행을', '하기', '위해', '캠핑', '주문']"
16174,E66,나는 은퇴했어도 소일거리라도 하면서 지내고 싶은데 자식들은 일을 쉬라고 얘기하네.,1,"['나는', '은퇴', '##했어', '##도', '소', '##일', '##거리', '##라도', '하면서', '지내고', '싶은데', '자식', '##들은', '일을', '쉬', '##라고', '얘기', '##하네', '.']","['나는', '은퇴', '소', '하면서', '지내고', '싶은데', '자식', '일을', '쉬', '얘기']"
16175,E66,요즘에는 손주들이 놀러 올 때마다 손주들 마음에 드는 장난감 사주는 소소한 재미로 살아.,1,"['요즘에는', '손', '##주', '##들이', '놀러', '올', '때마다', '손', '##주', '##들', '마음에', '드는', '장난감', '사주', '##는', '소소한', '재미', '##로', '살아', '.']","['요즘에는', '손', '놀러', '올', '때마다', '손', '마음에', '드는', '장난감', '사주', '소소한', '재미', '살아']"
16176,E66,요즘엔 소일거리로 무료 봉사나 무료 강의를 하고 있는데 보람도 있고 활력도 생겨서 아주 좋아.,1,"['요즘엔', '소', '##일', '##거리로', '무료', '봉사', '##나', '무료', '강의를', '하고', '있는데', '보람', '##도', '있고', '활력', '##도', '생겨서', '아주', '좋아', '.']","['요즘엔', '소', '무료', '봉사', '무료', '강의를', '하고', '있는데', '보람', '있고', '활력', '생겨서', '아주', '좋아']"
16177,E66,요즘은 새로운 취미를 가져 볼까 싶어서 사업하는 큰아들과 함께 골프를 배우고 있어.,1,"['요즘은', '새로운', '취미', '##를', '가져', '볼까', '싶어서', '사업', '##하는', '큰', '##아들', '##과', '함께', '골프를', '배우고', '있어', '.']","['요즘은', '새로운', '취미', '가져', '볼까', '싶어서', '사업', '큰', '함께', '골프를', '배우고', '있어']"
16178,E66,그동안의 경험을 살려 벤처기업에 투자를 하는데 지켜보는 재미가 쏠쏠해.,1,"['그동안', '##의', '경험을', '살려', '벤처', '##기업', '##에', '투자를', '하는데', '지켜', '##보는', '재미가', '쏠쏠', '##해', '.']","['그동안', '경험을', '살려', '벤처', '투자를', '하는데', '지켜', '재미가', '쏠쏠']"
16179,E66,회계 관련 일을 하는 며느리에게 노후 자금을 맡기기로 했어.,1,"['회계', '관련', '일을', '하는', '며느', '##리에', '##게', '노후', '자금을', '맡기', '##기로', '했어', '.']","['회계', '관련', '일을', '하는', '며느', '노후', '자금을', '맡기', '했어']"
16180,E66,난 이미 자식들에게 재산을 골고루 나눠주고 편하게 용돈을 받아 쓰고 있어.,1,"['난', '이미', '자식', '##들에게', '재산을', '골고루', '나눠', '##주고', '편하게', '용돈', '##을', '받아', '쓰고', '있어', '.']","['난', '이미', '자식', '재산을', '골고루', '나눠', '편하게', '용돈', '받아', '쓰고', '있어']"
16238,E65,다시 돈을 벌 기회가 생겼어!,1,"['다시', '돈을', '벌', '기회가', '생겼', '##어', '!']","['다시', '돈을', '벌', '기회가', '생겼']"
16239,E65,가게를 운영하는데 재밌는 것 같아.,1,"['가게를', '운영하는', '##데', '재밌는', '것', '같아', '.']","['가게를', '운영하는', '재밌는', '것', '같아']"
16240,E65,아내와 처음으로 해외여행을 가기로 했어.,1,"['아내와', '처음으로', '해외여행', '##을', '가기로', '했어', '.']","['아내와', '처음으로', '해외여행', '가기로', '했어']"
16241,E65,지금까지 모은 돈으로 사업하기로 했어. 감개무량해.,1,"['지금까지', '모은', '돈으로', '사업', '##하기로', '했어', '.', '감', '##개', '##무', '##량', '##해', '.']","['지금까지', '모은', '돈으로', '사업', '했어', '감']"
16242,E65,며느리랑 백화점에 갔다 왔어.,1,"['며느', '##리', '##랑', '백화점', '##에', '갔다', '왔', '##어', '.']","['며느', '백화점', '갔다', '왔']"
16243,E65,아파트 가격이 많이 올라서 좋아.,1,"['아파트', '가격이', '많이', '올라서', '좋아', '.']","['아파트', '가격이', '많이', '올라서', '좋아']"
16244,E65,자산 관리사가 일을 잘해줘서 돈을 벌게 됐어.,1,"['자산', '관리', '##사가', '일을', '잘해', '##줘서', '돈을', '벌', '##게', '됐', '##어', '.']","['자산', '관리', '일을', '잘해', '돈을', '벌', '됐']"
16245,E65,생일에 가족들이랑 캐나다에 가기로 했어.,1,"['생일', '##에', '가족들이', '##랑', '캐나다', '##에', '가기로', '했어', '.']","['생일', '가족들이', '캐나다', '가기로', '했어']"
16246,E65,사랑하는 아내에게 목걸이를 선물로 해줬어.,1,"['사랑하는', '아내', '##에게', '목걸이', '##를', '선물로', '해줬', '##어', '.']","['사랑하는', '아내', '목걸이', '선물로', '해줬']"
16267,E60,이번 달 실적이 좋아서 인센티브를 많이 받게 되어 기뻐.,1,"['이번', '달', '실적이', '좋아서', '인', '##센티', '##브를', '많이', '받게', '되어', '기뻐', '.']","['이번', '달', '실적이', '좋아서', '인', '많이', '받게', '되어', '기뻐']"
16268,E60,심혈을 기울여 작성한 기획안이 통과되었어!,1,"['심', '##혈을', '기울여', '작성한', '기획', '##안이', '통과', '##되었', '##어', '!']","['심', '기울여', '작성한', '기획', '통과']"
16272,E62,이번에 새로 온 의사가 관절염을 아주 잘 고치는 유능한 의사라고 하여 다행이야.,1,"['이번에', '새로', '온', '의사가', '관절', '##염을', '아주', '잘', '고', '##치는', '유', '##능한', '의사', '##라고', '하여', '다행이', '##야', '.']","['이번에', '새로', '온', '의사가', '관절', '아주', '잘', '고', '유', '의사', '하여', '다행이']"
16273,E62,노인정 박 씨에게는 힘든 일을 다 털어놓을 수 있어서 다행이야.,1,"['노인', '##정', '박', '씨', '##에게는', '힘든', '일을', '다', '털어', '##놓을', '수', '있어서', '다행이', '##야', '.']","['노인', '박', '씨', '힘든', '일을', '다', '털어', '수', '있어서', '다행이']"
16274,E62,이번 설날에도 아들과 며느리는 손주들과 같이 병문안을 온다고 하여 기뻐.,1,"['이번', '설날', '##에도', '아들과', '며느', '##리는', '손', '##주', '##들과', '같이', '병', '##문', '##안을', '온다고', '하여', '기뻐', '.']","['이번', '설날', '아들과', '며느', '손', '같이', '병', '온다고', '하여', '기뻐']"
16275,E62,손녀가 당뇨에 좋다고 뽑아주는 식단이 아주 효과가 좋은 것 같아 기뻐.,1,"['손', '##녀가', '당뇨', '##에', '좋다고', '뽑아', '##주는', '식단', '##이', '아주', '효과가', '좋은', '것', '같아', '기뻐', '.']","['손', '당뇨', '좋다고', '뽑아', '식단', '아주', '효과가', '좋은', '것', '같아', '기뻐']"
16276,E62,질환으로 힘들어도 걱정해주는 가족이 있어 매우 든든해.,1,"['질환', '##으로', '힘들어', '##도', '걱정', '##해주는', '가족이', '있어', '매우', '든든', '##해', '.']","['질환', '힘들어', '걱정', '가족이', '있어', '매우', '든든']"
16277,E62,동네 약국에서 추천하는 약들이 효과가 좋아서 항상 믿음이 가.,1,"['동네', '약국', '##에서', '추천하는', '약', '##들이', '효과가', '좋아서', '항상', '믿음이', '가', '.']","['동네', '약국', '추천하는', '약', '효과가', '좋아서', '항상', '믿음이', '가']"
16278,E62,새로 온 간호사가 어르신들에게도 친절하고 실력도 좋은 거 같아.,1,"['새로', '온', '간호사', '##가', '어르신', '##들에게도', '친절하고', '실력', '##도', '좋은', '거', '같아', '.']","['새로', '온', '간호사', '어르신', '친절하고', '실력', '좋은', '거', '같아']"
16399,E65,항암치료 중이었는데 의사가 경과가 아주 좋다지 뭐야!,1,"['항암', '##치료', '중이', '##었는데', '의사가', '경과', '##가', '아주', '좋다', '##지', '뭐야', '!']","['항암', '중이', '의사가', '경과', '아주', '좋다', '뭐야']"
16400,E65,방금 들은 건데 일주일만 더 약을 먹으면 폐결핵이 완치된대!,1,"['방금', '들은', '건데', '일주일', '##만', '더', '약을', '먹으면', '폐', '##결', '##핵', '##이', '완', '##치', '##된', '##대', '!']","['방금', '들은', '건데', '일주일', '더', '약을', '먹으면', '폐', '완']"
16401,E65,마라톤에 나갔는데 완주를 했어. 아직도 내가 마라톤에서 완주가 가능하다니!,1,"['마라톤', '##에', '나갔', '##는데', '완', '##주를', '했어', '.', '아직도', '내가', '마라톤', '##에서', '완', '##주가', '가능하다', '##니', '!']","['마라톤', '나갔', '완', '했어', '아직도', '내가', '마라톤', '완', '가능하다']"
16402,E65,난 가망이 없다고 생각했는데 증상이 점점 차도를 보이고 있어!,1,"['난', '가', '##망이', '없다고', '생각했는데', '증상이', '점점', '차도', '##를', '보이고', '있어', '!']","['난', '가', '없다고', '생각했는데', '증상이', '점점', '차도', '보이고', '있어']"
16403,E65,이대로 시력을 잃는 줄 알았는데 수술을 하면 앞을 볼 수 있대!,1,"['이대로', '시력', '##을', '잃', '##는', '줄', '알았는데', '수술을', '하면', '앞을', '볼', '수', '있', '##대', '!']","['이대로', '시력', '잃', '줄', '알았는데', '수술을', '하면', '앞을', '볼', '수', '있']"
16404,E65,발을 헛디뎌서 이대로 죽는 줄 알았는데 타박상으로 끝나서 정말 다행이야!,1,"['발을', '헛', '##디', '##뎌', '##서', '이대로', '죽는', '줄', '알았는데', '타', '##박', '##상으로', '끝나', '##서', '정말', '다행이', '##야', '!']","['발을', '헛', '이대로', '죽는', '줄', '알았는데', '타', '끝나', '정말', '다행이']"
16405,E65,노인정에서 다 같이 요통에 좋다는 온천에 가기로 해서 너무 흥분돼!,1,"['노인', '##정에', '##서', '다', '같이', '요', '##통에', '좋다는', '온천', '##에', '가기로', '해서', '너무', '흥분', '##돼', '!']","['노인', '다', '같이', '요', '좋다는', '온천', '가기로', '해서', '너무', '흥분']"
16406,E65,내가 지금 육십 먹은 할아버지보다 더 빨리 달려서 달리기를 이겼어!,1,"['내가', '지금', '육', '##십', '먹은', '할아버지', '##보다', '더', '빨리', '달려', '##서', '달리기', '##를', '이', '##겼', '##어', '!']","['내가', '지금', '육', '먹은', '할아버지', '더', '빨리', '달려', '달리기', '이']"
16407,E65,드디어 신장 기증자가 나타났대!,1,"['드디어', '신장', '기증', '##자가', '나타났', '##대', '!']","['드디어', '신장', '기증', '나타났']"
16433,E69,난 몸 상태가 좋지 않지만 심하진 않아서 다행이야.,1,"['난', '몸', '상태가', '좋지', '않지만', '심', '##하진', '않아서', '다행이', '##야', '.']","['난', '몸', '상태가', '좋지', '않지만', '심', '않아서', '다행이']"
16434,E69,나는 지금까지 돈을 많이 모아놨어.,1,"['나는', '지금까지', '돈을', '많이', '모아', '##놨', '##어', '.']","['나는', '지금까지', '돈을', '많이', '모아']"
16466,E63,연금만으로 이미 풍족하지만 또 다른 꿈을 도전하기 위해서 카페운영을 시작해서 좋아.,1,"['연금', '##만으로', '이미', '풍', '##족', '##하지만', '또', '다른', '꿈을', '도전', '##하기', '위해서', '카페', '##운영', '##을', '시작해서', '좋아', '.']","['연금', '이미', '풍', '또', '다른', '꿈을', '도전', '위해서', '카페', '시작해서', '좋아']"
16467,E63,퇴직하고 재정도 안정적이니까 스트레스가 사라져서 매일매일 행복해.,1,"['퇴직', '##하고', '재정', '##도', '안정', '##적이', '##니까', '스트레스가', '사라져', '##서', '매일매일', '행복해', '.']","['퇴직', '재정', '안정', '스트레스가', '사라져', '매일매일', '행복해']"
16468,E64,보험회사에서 건강축하금 이라고 큰돈을 보냈어. 이렇게 큰돈이라니 만족스러워.,1,"['보험', '##회사', '##에서', '건강', '##축', '##하', '##금', '이라고', '큰', '##돈을', '보냈', '##어', '.', '이렇게', '큰', '##돈이', '##라니', '만족스러', '##워', '.']","['보험', '건강', '이라고', '큰', '보냈', '이렇게', '큰', '만족스러']"
16469,E64,은행 저축만기가 이제 일 년 남았는데 너무 기뻐.,1,"['은행', '저축', '##만', '##기가', '이제', '일', '년', '남았', '##는데', '너무', '기뻐', '.']","['은행', '저축', '이제', '일', '년', '남았', '너무', '기뻐']"
16470,E64,은퇴하면 퇴직금 나오는데 그 중 일부는 세계여행 가는데 써야겠어.,1,"['은퇴', '##하면', '퇴직', '##금', '나오는데', '그', '중', '일부는', '세계', '##여행', '가는데', '써야', '##겠어', '.']","['은퇴', '퇴직', '나오는데', '그', '중', '일부는', '세계', '가는데', '써야']"
16471,E64,내가 꾸준히 자식들 위해서 저축과 노후 연금을 납부해서 천만 다행이야.,1,"['내가', '꾸준히', '자식', '##들', '위해서', '저축', '##과', '노후', '연금', '##을', '납부', '##해서', '천', '##만', '다행이', '##야', '.']","['내가', '꾸준히', '자식', '위해서', '저축', '노후', '연금', '납부', '천', '다행이']"
16472,E64,아들이 결혼하고 나니까 이제 큰 돈 나갈 일이 없는 거 같아서 뿌듯해.,1,"['아들이', '결혼', '##하고', '나니까', '이제', '큰', '돈', '나갈', '일이', '없는', '거', '같아서', '뿌듯', '##해', '.']","['아들이', '결혼', '나니까', '이제', '큰', '돈', '나갈', '일이', '없는', '거', '같아서', '뿌듯']"
16479,E69,오늘 병원에서 신체 검사를 받았는데 내 나이보다 십 년이나 젊게 나왔어. 정말 기쁘네.,1,"['오늘', '병원에서', '신체', '검사를', '받았는데', '내', '나이', '##보다', '십', '년', '##이나', '젊', '##게', '나왔', '##어', '.', '정말', '기쁘', '##네', '.']","['오늘', '병원에서', '신체', '검사를', '받았는데', '내', '나이', '십', '년', '젊', '나왔', '정말', '기쁘']"
16482,E67,아빠가 운전을 하다가 사고가 날 뻔 했어. 사고가 나지 않아서 다행이야.,1,"['아빠가', '운전을', '하다가', '사고가', '날', '뻔', '했어', '.', '사고가', '나지', '않아서', '다행이', '##야', '.']","['아빠가', '운전을', '하다가', '사고가', '날', '뻔', '했어', '사고가', '나지', '않아서', '다행이']"
16489,E63,아들이 한 번도 빠짐없이 매달 용돈을 보내줘서 기뻐.,1,"['아들이', '한', '번도', '빠짐없이', '매달', '용돈', '##을', '보내', '##줘서', '기뻐', '.']","['아들이', '한', '번도', '빠짐없이', '매달', '용돈', '보내', '기뻐']"
16490,E63,돈을 빌려간 김 영감이 꾸준히 돈을 갚고 있어. 그래서 기뻐.,1,"['돈을', '빌려', '##간', '김', '영', '##감이', '꾸준히', '돈을', '갚', '##고', '있어', '.', '그래서', '기뻐', '.']","['돈을', '빌려', '김', '영', '꾸준히', '돈을', '갚', '있어', '그래서', '기뻐']"
16508,E68,가해자를 피해 전학 온 학교에서 새로운 친구를 사겨서 기분이 좋아.,1,"['가해', '##자를', '피해', '전', '##학', '온', '학교에서', '새로운', '친구를', '사', '##겨서', '기분이', '좋아', '.']","['가해', '피해', '전', '온', '학교에서', '새로운', '친구를', '사', '기분이', '좋아']"
16509,E68,체육대회 날 날 괴롭히던 친구들과 뒤섞여 축구경기를 하다 보니 다시 사이가 좋아져서 기분이 좋아.,1,"['체육', '##대회', '날', '날', '괴롭', '##히', '##던', '친구들과', '뒤', '##섞', '##여', '축구', '##경기를', '하다', '보니', '다시', '사이가', '좋아', '##져서', '기분이', '좋아', '.']","['체육', '날', '날', '괴롭', '친구들과', '뒤', '축구', '하다', '보니', '다시', '사이가', '좋아', '기분이', '좋아']"
16510,E68,가해학생들이 전학을 가자 반 친구들이 수고했다며 나를 안아주었어. 정말 기분이 좋아.,1,"['가해', '##학생', '##들이', '전', '##학을', '가자', '반', '친구들이', '수고', '##했다며', '나를', '안아', '##주', '##었어', '.', '정말', '기분이', '좋아', '.']","['가해', '전', '가자', '반', '친구들이', '수고', '나를', '안아', '정말', '기분이', '좋아']"
16520,E65,만성질환으로 쌓여가는 병원비 때문에 우울했는데 우연히 오랜 친구가 내 이야기를 듣고 돈을 빌려줘서 해결할 수 있었어. 정말 기분이 좋아.,1,"['만성', '##질환', '##으로', '쌓여', '##가는', '병원', '##비', '때문에', '우울', '##했는데', '우연히', '오랜', '친구가', '내', '이야기를', '듣고', '돈을', '빌려', '##줘서', '해결할', '수', '있었', '##어', '.', '정말', '기분이', '좋아', '.']","['만성', '쌓여', '병원', '때문에', '우울', '우연히', '오랜', '친구가', '내', '이야기를', '듣고', '돈을', '빌려', '해결할', '수', '있었', '정말', '기분이', '좋아']"
16521,E65,만성질환으로 먹고 있는 약의 양이 많아 경제적으로 부담됐었어. 상태가 많이 좋아져 약을 줄일 수 있게 돼서 기뻐.,1,"['만성', '##질환', '##으로', '먹고', '있는', '약', '##의', '양이', '많아', '경제적으로', '부담', '##됐', '##었어', '.', '상태가', '많이', '좋아', '##져', '약을', '줄일', '수', '있게', '돼서', '기뻐', '.']","['만성', '먹고', '있는', '약', '양이', '많아', '경제적으로', '부담', '상태가', '많이', '좋아', '약을', '줄일', '수', '있게', '돼서', '기뻐']"
16522,E65,밀린 병원비 때문에 걱정이 많았는데 친구가 아무 조건 없이 돈을 줘서 해결할 수 있었어. 이런 친구가 있어서 정말 행복해,1,"['밀린', '병원', '##비', '때문에', '걱정이', '많았는데', '친구가', '아무', '조건', '없이', '돈을', '줘서', '해결할', '수', '있었', '##어', '.', '이런', '친구가', '있어서', '정말', '행복해']","['밀린', '병원', '때문에', '걱정이', '많았는데', '친구가', '아무', '조건', '없이', '돈을', '줘서', '해결할', '수', '있었', '이런', '친구가', '있어서', '정말', '행복해']"
16523,E65,이번 달 내 병원비를 아들이 모두 결제한 것을 이제서야 알았어. 병원비가 만만치 않았을 텐데 정말 고마웠어.,1,"['이번', '달', '내', '병원', '##비를', '아들이', '모두', '결제', '##한', '것을', '이제서야', '알았', '##어', '.', '병원', '##비가', '만만치', '않았을', '텐데', '정말', '고마', '##웠', '##어', '.']","['이번', '달', '내', '병원', '아들이', '모두', '결제', '것을', '이제서야', '알았', '병원', '만만치', '않았을', '텐데', '정말', '고마']"
16524,E65,그동안 모아뒀던 넉넉한 재정 덕분에 외국에서만 가능한 손녀의 병 치료를 시작해 병을 고칠 수 있어서 정말 기뻐.,1,"['그동안', '모아', '##뒀', '##던', '넉넉한', '재정', '덕분에', '외국', '##에서만', '가능한', '손', '##녀의', '병', '치료를', '시작해', '병을', '고', '##칠', '수', '있어서', '정말', '기뻐', '.']","['그동안', '모아', '넉넉한', '재정', '덕분에', '외국', '가능한', '손', '병', '치료를', '시작해', '병을', '고', '수', '있어서', '정말', '기뻐']"
16525,E65,병원비가 계속 밀려 독촉장이 날아와 걱정됐는데 딸이 보너스를 받았다며 전화가 와서 병원비를 낼 수 있었어. 정말 다행이야.,1,"['병원', '##비가', '계속', '밀려', '독', '##촉', '##장이', '날아', '##와', '걱정', '##됐는데', '딸이', '보너스', '##를', '받았다', '##며', '전화가', '와서', '병원', '##비를', '낼', '수', '있었', '##어', '.', '정말', '다행이', '##야', '.']","['병원', '계속', '밀려', '독', '날아', '걱정', '딸이', '보너스', '받았다', '전화가', '와서', '병원', '낼', '수', '있었', '정말', '다행이']"
16526,E65,내가 독거노인인데다 지금 돈이 없어 병원을 못 가고 있었어. 누군가의 후원으로 치료를 받을 수 있게 돼서 정말 행복해.,1,"['내가', '독', '##거', '##노', '##인인', '##데다', '지금', '돈이', '없어', '병원을', '못', '가고', '있었', '##어', '.', '누군가', '##의', '후원', '##으로', '치료를', '받을', '수', '있게', '돼서', '정말', '행복해', '.']","['내가', '독', '지금', '돈이', '없어', '병원을', '못', '가고', '있었', '누군가', '후원', '치료를', '받을', '수', '있게', '돼서', '정말', '행복해']"
16551,E66,자녀를 일찍 가져서 짧은 신혼시절이 아쉬웠지만 다 큰 아이들을 보니 잘했다는 생각이 들어.,1,"['자녀를', '일찍', '가져', '##서', '짧은', '신혼', '##시절', '##이', '아쉬', '##웠지만', '다', '큰', '아이들을', '보니', '잘', '##했다는', '생각이', '들어', '.']","['자녀를', '일찍', '가져', '짧은', '신혼', '아쉬', '다', '큰', '아이들을', '보니', '잘', '생각이', '들어']"
16552,E66,아내와 아들 그리고 나와 딸이 팀을 나누어 저녁식사 내기 배드민턴을 하는 중인데 행복해.,1,"['아내와', '아들', '그리고', '나와', '딸이', '팀을', '나누어', '저녁', '##식사', '내기', '배드민턴', '##을', '하는', '중인데', '행복해', '.']","['아내와', '아들', '그리고', '나와', '딸이', '팀을', '나누어', '저녁', '내기', '배드민턴', '하는', '중인데', '행복해']"
16553,E66,아내와 난 직장이 가까워 종종 함께 만나서 저녁을 먹고 집에 들어가는데 그럴 때 마다 기뻐.,1,"['아내와', '난', '직장', '##이', '가까워', '종종', '함께', '만나서', '저녁을', '먹고', '집에', '들어가는', '##데', '그럴', '때', '마다', '기뻐', '.']","['아내와', '난', '직장', '가까워', '종종', '함께', '만나서', '저녁을', '먹고', '집에', '들어가는', '그럴', '때', '마다', '기뻐']"
16554,E66,자녀들은 다 커서 앞가림을 할 나이가 되었고 우리도 노후 준비가 되어있어 한결 여유롭고 기뻐.,1,"['자녀', '##들은', '다', '커서', '앞', '##가', '##림을', '할', '나이가', '되었고', '우리도', '노후', '준비가', '되어있어', '한결', '여유', '##롭고', '기뻐', '.']","['자녀', '다', '커서', '앞', '할', '나이가', '되었고', '우리도', '노후', '준비가', '되어있어', '한결', '여유', '기뻐']"
16555,E69,나와 아내가 먹고 살기엔 지금 내가 마련해둔 노후자금으로 충분해 기뻐.,1,"['나와', '아내가', '먹고', '살기', '##엔', '지금', '내가', '마련해', '##둔', '노후', '##자금', '##으로', '충분', '##해', '기뻐', '.']","['나와', '아내가', '먹고', '살기', '지금', '내가', '마련해', '노후', '충분', '기뻐']"
16556,E69,이 주식은 확실히 오를 것이므로 노후를 준비하기 위해선 사놓아야 해.,1,"['이', '주식', '##은', '확실히', '오를', '것이므로', '노후', '##를', '준비', '##하기', '위해선', '사', '##놓', '##아야', '해', '.']","['이', '주식', '확실히', '오를', '것이므로', '노후', '준비', '위해선', '사', '해']"
16557,E69,재개발 한다는 땅을 미리 사놓은 나는 가족들의 영웅이 되어 기뻐.,1,"['재개발', '한다는', '땅을', '미리', '사', '##놓은', '나는', '가족들', '##의', '영웅', '##이', '되어', '기뻐', '.']","['재개발', '한다는', '땅을', '미리', '사', '나는', '가족들', '영웅', '되어', '기뻐']"
16558,E65,주식으로 돈을 많이 벌어서 암 수술비로 대출 받았던 돈을 갚아서 정말 기쁘고 다행이야.,1,"['주식', '##으로', '돈을', '많이', '벌어', '##서', '암', '수술', '##비로', '대출', '받았던', '돈을', '갚', '##아서', '정말', '기쁘', '##고', '다행이', '##야', '.']","['주식', '돈을', '많이', '벌어', '암', '수술', '대출', '받았던', '돈을', '갚', '정말', '기쁘', '다행이']"
16559,E65,디스크를 치료받을 동안 딸이 우리 부부 카드 값을 대신 내주기로 해서 정말 다행이야.,1,"['디스크', '##를', '치료', '##받을', '동안', '딸이', '우리', '부부', '카드', '값을', '대신', '내', '##주기', '##로', '해서', '정말', '다행이', '##야', '.']","['디스크', '치료', '동안', '딸이', '우리', '부부', '카드', '값을', '대신', '내', '해서', '정말', '다행이']"
16560,E65,병원에서 정부가 지원해주는 것이 많아 아내의 치료비가 얼마 안 나올 것이라고 해서 너무 기뻐.,1,"['병원에서', '정부가', '지원해', '##주는', '것이', '많아', '아내의', '치료', '##비가', '얼마', '안', '나올', '것이라고', '해서', '너무', '기뻐', '.']","['병원에서', '정부가', '지원해', '것이', '많아', '아내의', '치료', '얼마', '안', '나올', '것이라고', '해서', '너무', '기뻐']"
