,emotion,generated_sentence
307,E69," 난 내가 젊었을 때보다 더 늙을 거라 생각해요. 그 나이에 나는 내가 가장 행복하고 아름다운 인생을 살고 싶어. 난 내 나이도 이제 나이가 들어서, 내 나이가 더 젊어져서, 내 나이"
308,E69," 그래서 내가 이 책을 쓰는데. 나는 돈이 없어서 못 쓴다. 내가 돈이 없어서 못 썼다구?""
나는 그 말을 들으면서 가슴이 뻐벙거렸다.
내가 왜"
309,E67," 내가 왜 이렇게 허탈하게 살았을까.
그렇지만 그걸 다 알고 나니 마음이 놓이더라.
아무리 생각 해도"
310,E67,".
그냥 산에 들어가고 싶어..
그래. 그거라도 먹고 싶은데, 그게 뭐가 <unk>니까.?
그래서 그거 먹자고 하는 거예요.
이"
311,E65," 그거라도 좀 해야 돼, 나랑 결혼하면 안 될까? 내가 결혼해서 내 딸을 키우고 싶다면.""
그녀는 고개를 저었다.
"
312,E63, 그니까 그게 아니라 내가 그걸 보고는 뭐 그~ 내가 그게 아니라면 내가 이게 뭐라고 할 수도 없는 일이잖네. 근데는
313,E66," 아들은 이미 암에 걸렸고, 어머니는 아들의 수술비도 모두 내줬어.
그때까지 어머니는 아들을 위해 돈을 많이 벌었으니까 그 돈을 아낌 없는 헌금이었단 말인가 봐.
"
314,E63," 내가 교회 사람들을 돕고 있는 게 정말 고마운 일이지?
아마 나는 이 세상에서 가장 가난한 사람들을 위해 내가 기도할 수 있을 것 같은 기분으로 교회에 왔을지도 모른다.
내가 교회를"
315,E63," 그런데 내가 지금 어떻게 살고 있는 거야, 그 사람이. 그 사람은 내 아내보다 더 좋은 사람을 만난다고 생각했지. 그 사람한테도 내가 얼마나 행복하게 살고 있단"
316,E63," 아유 참, 아까도 이야기했던 대로 건강도 잘 유지돼 있어요. 그래서 오늘은 아까부터 궁금하신 거는 아유 아빠의 얘길 들어"
317,E63," 내가 그 돈을 모두 주었는데.""
그렇게 말하며 나는 그 돈으로 다시 한숨 돌렸다.
나는 내 옆에 앉아 있었다.
""그런 일이 어디 있냐?"""
318,E63,"""
그때서야 그는 다시 말을 잇었다.
아들이 입원할 당시만 하더라도 아들은 이미 퇴원도 하지 못한 상태였고 어머니는 여전히 입원 치료를 받아야 할 상황이었기 때문이다.
"
319,E63," 그래서 그 돈을 내 줄 테니 내가 대신 치료비를 내게 댈테니, 내일부터라도 내 돈 내 줄게. 그러게 말일 테고 내가 먼저 치료비가 필요할 때는"
320,E63," 그 남편에게 늘 감사해. 내가 이 일을 하는 건 내가 책임지고 해야 돼!"" ""그럼 이게 다 괜히 그런 거야! 이"
321,E66," 그런데 우리 가족은 그 음식들 때문에 너무 스트레스 받아.
그렇게 된다면 어떻게 되나?</d> 오늘(22일,)은 전국에 구름이 많겠습니다.
다만 제주에는"
322,E66,"</d> 이 때 마츠이 토시야가 ""아빠는 왜 안 그러시죠?!""라는 질문을 하자, 아야네가 대답하지 않자 ""그"
323,E66," 그런데 갑자기 내가 이상한 소리를 해대며 화를 내는 바람에 내가 너무 화를 냈던 거야, 난 그 자리에서 꼼지락을 떨면서 뭔가 얘"
324,E68," 그래서 그 돈으로 그 집을 사서 살았거든.
그러다가 우연히 알게 됐어.
이 집은 우리 집이 아니라 우리 집이거든!
그 집"
325,E63," 암이 있으면 암은 더 이상 재발하기 힘들 거야.""
나는 고개를 흔들며 말문을 열었다. 가슴속에 있는 것은 하나님께서 하셨을까 하고 생각했다.
나는 고개를 숙였다.
그런 생각을 하자"
326,E69," 그래서 나는 이 책을 썼어.
그게 내가 그 책을 쓰는 이유인 거고 그래서 나는 내 책을 썼어
그래가꼬 내가 이 글을 쓰게 되었어요
그런데, 나는 왜 내 책이"
327,E62," 그래서 결혼식을 올리고 난 뒤부터는 내가 정말 사랑하고 있다는 생각이 든다고.""
""그래서 나는 행복해.""
그는 고개를 흔들면서 말했다.
그런 다음 그의 말을 듣고 있던"
328,E66, 그래서 우리는 그 곳을 떠났는데 그 사람은 우리보다 먼저 우리 집에 도착해. 우리는 곧 그 사람이 살고 있는 곳으로 가서 그 사람과 이야기하게 되었
329,E66," 그게 내 인생의 가장 아픈 부분인 거 같네. 내가 그 친구를 너무 사랑하고 있으니까.
그래가 그 친구를 사랑하니까 더 이상 그 사람을 미워하거나 원망"
330,E66," 내가 왜 이러고 있는 거냐면. 너한테 왜 이러냐. 왜 이렇게까지 해야 돼! 나하고 같이 있으면 너무 괴롭잖어!
"
331,E64,"</d> 오늘부터 내일은 더워지죠~?
그래도 더운데 괜한 걱정 마시고~~
오늘은 내일의 달달하고 달한"
332,E60,"""
이렇게 말하고 나는 그 자리에서 냅두기로 하고 밖으로 나갔다.
나는 강아를 안아서 그 자리에 그대로 두었다.
그런 다음 그 강아지에게"
333,E63," 내 시를 읽은 후엔 나도 시를 쓸 때 마음이 따뜻해져. 내가 내 마음을 잘 안다는 것은 내 마음이라는 것을. 그래서 나도 내 마음을 알겠지.""
그"
334,E64, 넌 <unk>도 좋아. 아빤 내가 너무 좋아하니. <unk>한테 잘 해주고 싶어서. 오빠랑 함께 잤거든? 괜찮
335,E66," 너는 내일 아침이잖아, 너랑 내가 같이 저녁먹자?""
엄마가 내민 커피가 생각난다고, 내심 속상"
336,E66, 그리고 수학과 과학을 공부할 시간이 부족한데 수학에 집중하기 위해서라도 공부를 게을리하지 마세요”라고 조언한다.</d> 서울고검 특수1
337,E60," 그런데 내가 어떻게 해야 할지 몰랐지. 그게 바로 그 이유라고 할까, 아니면 왜 그렇게 해야 할지 몰랐어? 그 이유를 몰랐을 뿐인데. 그래서 내 마음이 어떻게 변해"
338,E60," 그래서 내일도 학교에 가고. 내일 아침에는 또 학교에 가고.
그래, 너가 너한테 넌 내 딸이라고 했어?</d> 저는 이 글을 쓰는 내내"
339,E60, 그래서 그 친구가 내가 왜 나를 괴롭히는지 이해했다면서 내가 그 친구들을 괴롭혔을 것이라고 생각해버렸고 결국 내가 그 친구에 대해 알게 됐
340,E60," 선생님을 찾아가는 중에, 갑자기 내가 갑자기 뭔가 얘길 꺼내서 나한테 얘기한 걸로 알고 있었는데"
341,E64, 하지만 나는 그걸 알면서도 왜 그렇게 괴롭히느냐? 내가 그거 안 무서우니까 그거를 알면 어떻게 하겠니! 내가 왜 그렇게 싫어해요. 왜 그러냐
342,E64," 너는 내 딸이고 너는 내 아들이라고 생각했거든? 너를 그렇게 생각하다니까. 네, 그렇구나.""
이렇게 말하며 두 사람을 번갈아 쳐부순다.
"""
343,E62," 그래서 나는 너한테 줬지. 괜한 거 아니다. 넌 내 친구다. 난 넌 네 친구가 아니라 내 친구가야."" 하고 말한다.
그리고 그 친구가 내 말을"
344,E62," 그리고 그걸 또 하나 더 사야 되는데?""
이제 그 친구가 그 화장품에 관심을 보이는 걸까?
그 친구가 또 한 가지를 물었다.
이건 내가 화장품을 산 게 아니고 다른"
345,E65," 그리고 <unk><unk><unk>. 이걸 먹다 말고 ᄏᄏᄏ 뭔데 #치즈가 듬성듬뿍 들어가 있어서.!
이거 진짜 너무 좋았던"
346,E65," 그건 바로 이 세상 어디든 다 있구나. 이게 내 인생의 전부가구나.""
""이거야 말로 내가 가장 사랑하는 장소. 그리고 그건 나의 모든 것이지."""
347,E65," 그거면 됐지. 근데, 사장님의 말대로 우리도 그걸 알고 있었으니. 사장님이 뭘 잘못"
348,E68,".
그곳에는 우리 부부가 묵고있는 숙소를 비롯해
아내가 좋아하는 레스토랑과
우리 가족들의 소꿉놀이 장소 등등..
우리 부부는 이"
349,E68,"""
김동수는 한사정이 담긴 종이를 들고 학교로 들어갔다.
한 사장은 김동성으로부터 편지를 받았다.
""이번에 오셔야 해. 내가 직접 편지를 보내드리는"
350,E68,""" 라고 말했다.
그러던 중에 갑자기 한 남자가 나타나서, 자신의 집에서 함께 살고 싶지 않다며, 자기 집에서 살고 싶어 하는 사람들을 위해 돈을 빌려달라고 했다.
그러다가"
351,E65," 그리고는 내가 청혼한 지 몇 달 후에야 겨우 청혼장을 받아들였어.
그리고 그 청혼장 안에 들어가자 그 여자가 그 여자가 나를 쳐"
352,E67," 그니까 지금 그거야? 아~ 아유 진짜 진짜 너무 좋았어.
어~ 정말 너무 너무 좋아.
근처 그쪽에도 그거 되게 좋아하는데 아까 그~ 그쪽에 가면은"
353,E67," 그런데 임신 테스트에서 여자 친구와 함께 찍은 사진을 공개했어. 그래서 여자 친구가 임신했다면서요. 그게 바로 그 사진이었거든.""
그는 다시 말을 이으려고 애썼다.
그는 고개를 끄"
354,E63," 그리고 나는 내가 하는 일의 보람도 느끼고. 그래서 나는 더 좋은 일을 하고 있는 것이 아닐세. 그래서 그건 정말 내가 해야 될 일이에.""
""내가 하고 싶어."
355,E64," 내가 이걸 좀 알아둬.""
그가 고개를 숙이며 물었다.
""이걸로 괜찮다고 생각하세요? 그거야말로 이걸 좀 알아봐요. 내가 어떻게 알"
356,E64," 이 회사가 사람을 뽑으면 이 사람이 일을 하는 거고.
그렇기 때문에 직원들을 위해서 일하는 거지?
그러고 보니 내가 생각하는 직원들 중에 이 사람은 이 사람한테 돈을 받고 싶"
357,E65,"! ᄒ
이건 광고에 나와서 하는 말이에요?
저는 광고제작자니까요.
광고기획을 하면서 저는 광고를 만드는 것이 아니라 저에게 맞는 광고를 만드는 것을 좋아하더라구, 그래서"
358,E62, 오늘은 출근할 때보다 일찍 퇴근은 하겠지 뭐. 어휴. 아~ 네네. 오늘 아침에도 좀 많이 피곤해 보이더라. 아이고 오늘 아침도 되게 안 좋을 것
359,E62," 내가 좋아하는 일이 있어.""
그녀는 고개를 끄덕이곤 말했다.
""아빠, 난 지금 내 곁에 있잖소.""
나는 그제야 그녀가"
360,E66," 그 이후 우리는 새로운 사업 모델을 구상해보고 있어.""
나는 고개를 저어보았다.
""아무튼 이번 세 번의 세미나는 그 어느 때처럼 큰 성과를 거두지는 못했군."" 그는 내 말을 듣고는 이렇게"
361,E66," 그건 그렇죠.""
그는 그 말을 듣기 싫었다.
""아니야."" 나는 말했다.
그는 말했다.
나는 그 말이 마음에 걸렸다.
그가 내게 말했다.
내가 그를 쳐보자 그가 말했다.
내가 그를"
362,E66," 그리고 그게 내가 할 몫이라고 생각해서.""
이 말을 듣고 있던 김민지는 눈을 크게 떴고, 그 말을 들었을 때"
363,E68," 그게 내 인생이었지.
그래서, 우리 집에는 아직 한 번도 가지 않았어.
우리 집에 오니까 내가 뭘 했지?
내가 그 집 식당에 들어가자 우리 부부는"
364,E63," 그리고 나 또한 그 동안 많은 고난을 견디며 살았고, 이제 더는 자식들의 미래를 염려할 일이 아니에요.” “그래서 저를"
365,E69," 그러기 위해서 우리 아들들도 우리 병원에 가서 검사를 받아보고 그 결과를 토대로 우리 아들을 병원에 데려와서 치료를 해야 해!""
아들은 그런 생각을 하며 울"
366,E64, 그런데 그때 그 할머니는 내가 할머니에게 한 말이 생각난다더군! 그 할머니를 보고 나니까 내가 정말 행복해. 그게 얼마나 큰 행복이었겠
367,E61," 하지만 나는 여전히 투자하지 않았어."" 이 말이 그의 머릿속에 깊이 자리 잡게 되었다.
""나는 이제 그게 무슨 소리인가 싶어."" 이 말에 대해 그가 대답할 때마다, ""그럼 나도"
368,E60," 하지만 난 내가 그게 너무너그러운 거 같아.” “내 동생도 그렇고, 내가 너랑 함께 있는 게 더 좋은데. 난 그게 정말 행복할 줄 알아."
369,E60, 근데 이제 이거 좀 안 먹었는데 근가 그거 좀 먹었으면 좀 덜 안 먹을 수가 있었겠다. 그래서 이제 그때 이제 좀 먹고 나서도 계속 이제 먹고 나니까 그게
370,E66," 그니까 그건 뭐가 잘못이다라는 건지 그건 좀 의아하고 좀 그렇죠.""
이번 주에도 이맘땐 이거 좀 더 기다려봐요.
어쨌든지"
371,E60," 내일이 일요일인데 오늘처럼 비가 올까 싶어서였어.
그런 다음 나는 내 일처럼 비를 맞고 산을 오르고 싶지 않지?
내일 비가 오더라도 내일이 일요일이고 내"
372,E67," 그 부서는 내가 무슨 말을 하는지, 무슨 말을 해야 할지 모르겠어.""
""아무 말도 없네.""
나는 그제서야 고개를 끄집었습니다.
""어쨌든, 내가"
373,E63,"난 나이가 먹으니까 <unk>었을 때보단 편안하고 좋아. 그땐 나도 잘 몰랐다.
그래. 내가 왜 그런 짓 하는 걸지.
난 그게 싫었지. 라고 말하면서 그 때처럼 내가 그렇게 생각했을까."
374,E63," 그래서 운전도 하고.
아까도 얘기한 것처럼 내가 그~ 운전할 때 그거 좀 조심하고 싶고 그건 나도 좀 잘 알 것 같고 그니까 내가 뭐 그~ 그게"
375,E62," 그러니까. 내가 너를 좋아하게 된다면 너와 함께 행복하게 살 거야, 내가.""
그때, 그 남자는 내게 물었다.
내가 대답을 못하자 그 남자는 나를 빤한"
376,E62, 그런데 왜 이렇게 건강해졌어. 왜 그러냐면 내가 지금 그거 뭐~ 건강해? 아니 그거는 내가 그게 왜 그렇게 좋아. 왜 그러고 그러고 그거는
377,E65, 그쵸 예~ 그쵸 그게 뭐지 그쵸 아 그쵸. 그쵸 예~ 아 예. 아 예예? 예예~ 어 예. 그래서 이제 뭐~ 이걸 이제 뭐야 뭐야 예
378,E67, 어~ 그까 이제 생리통이 있으셔 가지고 이제 이제 그걸 인제 이제 이제 사십이 대까지 어르신이 이제 이제 이거를 어머 어르신이 이게 이거 이
379,E67, 우리 집엔 아무도 없대? 그게 무슨 소리야. 어떡하지. 그 할머니한테 가서 그 할머니의 손을 잡자고. 그걸로 해결될 게 아
380,E69," 그건 정말 잘 알고 있어.""
그녀의 말을 들으며 나직히 고개를 숙여 인사를 건넸다.
나직스레 웃어 보이던 그녀의 얼굴은 갑자기 어두워져 있었다.
"""
381,E68, 그리고 하나님이 너에게 말씀해주시면 네 하나님을 의지하며 살아갈게야.”</d> 지난주부터 본격적으로 시작한 ‘2015학평도대화’가 대학별 고입 논술고사 대비 대세로
382,E62," 내가 좋아하는 사람이 있으면 내가 그 사람을 좋아하는 거지 뭐 이런 거를 내가 좋아하는 게 아닌 게 아니라 나는 그런 사람을 싫어해요.""
그가 말하는 친구들이 얼마나 많다고 생각하나요?
나는"
383,E62, 내가 밥 먹으면서 내가 좋아하는 일을 하고 싶은 거 아니겠나. 그걸 왜 안 하려고? 밥 먹을 때마다 내 밥이 내 몫이 아니겠니?” “그럼 왜 안 하겠다는 거지
384,E64," 지금이 적기가 아니라 내년이니까 내년이 더 중요하니. 내년에 어떻게 해야 할지, 어떻게 준비를 하느냐. 지금 당장 해야지! 내가 할게 뭐 있어?""
그때"
385,E63," 이 노래가 우리를 즐겁게 할 뿐이지!""라든가 '나는 늙었으니 너는 젊다'는 노래가 있어.
나는 '내가 늙었니 내가 늙지 않았니"
386,E61," 내가 이번에 괜한 걱정 안 하고 <unk> 잘 지냈으니까 뭔지 알아.
그런데 뭘 그렇게 좋아하니까 그건 뭐야? 그~ 이케 그니까 넌 뭐"
387,E61," 엄마 아저씬, 아줌마, 저희 엄마, 저, 엄마 아저씬이랑 같이 가려고 했는데 엄마는, 엄마, 엄마랑 아차 하는 걸 보고 싶어서 갔었대"
388,E66," 그건 뭐~ 뭐야? 이게 무슨 얘기가 아니고 그게 뭐지 뭐~ 그건 무슨 말이 아니고 이걸로 인신공격을 하는 게 아니잖어?
이거야?"
389,E61," 너희 집에도 밥 한 그릇 안 되는 집이 있어? 너는 너보다 한 달이나 일찍 죽었으니 그게 다행이겠어""
그 말에 나는 다시 말을 이어갔다.
그러고는"
390,E69," 요즘은 등산도 많이 다니는데 등산복 입고 산책을 하면 더 좋을까 싶어서.
아~ 그래.
아휴. 그래.
아휴 근가 등산복이 너무너프네.
"
391,E69," 그래서 오늘부터 아침 일찍 일찍 일어나야 해.""
""오늘도 출근해서 저녁을 먹는 건가요?"" ""아뇨"" 라고 대답한 그녀는 씩 웃으며 말했다.
그리고 그녀의 눈에는 여전히 "
392,E61," 그런데 이걸 어떻게 할 방법이 없어서 내가 그 병원에 갔지.""
그렇게 말하더니, ""아뇨, 이거야.""
나는 그제까지 내 말처럼 아무렇지도 않았습니다.
""이거 뭐"
393,E66,"""
""그건 나도 알 거야, 난 네놈들이 하는 일이니까.""
이렇게 말하고 난 뒤 왠지, 나는 고개를 끄적였다.
그런데 내 눈에 비친 것은 바로 내가 아니었다.
""이제"
394,E66," 너랑 놀자니까 우리 엄마도 우리 엄마를 닮아가지고. 우리 아까 엄마한테는 한글 배워. 엄마하고 한글 배우면서 엄마는 또 우리 아저씨는 엄마를 닮았어.
엄"
395,E66," 하지만 내 친구는 내 친구가 아니거든, 친구도 친구야! 친구랑 여행을"
396,E66," 내 말이 맞는 건데?""
아무리 생각해 보아도 내 말을 믿을 수는 없어서, 그는 내 말을 믿지 않으려는 것처럼 보였다. 만약에 내가 내 말을 믿을 수 있다면, 그걸"
397,E66," 그 친구하고 연락을 해봤더니 그 친구가 갑자기 전화를 걸어. 어떡하지, 뭐? 그 친구와 전화해 봐.""
""그런 얘길 들었는데.""
아이가"
398,E62," 우리 팀이 우승하면 어머나 어쩜 이렇게 기뻐하시고. 그리고 그거 보고는 또 정말 감사한 생각이 드는데요. 아~ 이거 참 좋은 것 같아요.
아니 저"
399,E62," 그래서 오늘 저녁이랑 내일은 신나게 놀자고 그랬어.
아니 그런데 그 친구랑 얘기가 잘 돼가지는 않는데 그 친구에 대한 얘기를 했어.
"
400,E62," 그리고 그게 바로 창업 아이템일 수도 있고.
그래도 내가 좋아하는 아이콘을 가지고 있는 것도 좋은 것 같단 말인가봐.
그래"
401,E62," 그리고 그때 내가 그때 친구와 함께 했던 기억이 아직도 떠오른다면서.""
아빠의 말에 아기는 울먹이고 말았다.
그날 밤에도 나는"
402,E68," 내가 너를 좋아하는 건 네 마음도 그렇잖. 그쵸.""
""너를 사랑하는 게 내 마음인데 네 마음이니까 너를 좋아하지 않을 수 없는 것 아니야! 그건 그렇고,"
403,E67," 그래서 그게 내 인생의 큰 계기가 됐다고. 근까 이번에 뭘 할 때 내가 그 친구하고 같이 그걸 해봤던 게 있어.""
이제 와서 생각해보면 나는 이 친구한테 정말"
404,E67," 난 그 친구들을 잘 알고, 또 고맙게 생각하며 살고 있어.""
""난 네가 정말 좋아!""
그녀는 친구들의 손을 잡았다.
그러고 보니 친구들 가운데 가장 아름다운 친구들은 바로"
405,E67, 네네. 아~ 예~ 이~ 뭐 이~ 뭐~ 이케 이~ 어차 피씨방에서 이제 그걸 이제 뭐~ 뭐야 그걸 이제 그거를 그걸로 이제 어어 어
406,E67," 그 후엔 <unk>이랑 함께 살게 되었어.
내가 너를 사랑하게 될 때쯤은 넌 나를 떠나버려야 해.""
그녀는 내게 이렇게 말하면서
""난 널 사랑하지"
407,E67," 어머! 어머, 이게 웬일이지! 어휴. 이거 다 내 잘못이지! 아이고. 어머, 아빠,"
408,E69,"요.""
그는 이렇게 덧붙였다.
이런 말들을 들으면 그는 정말 기쁜 기분으로 말을 계속했다.
그는 또 말했다.
나는 이 일을 아주 자랑스럽게 생각하고 있다.
이런 일이 있은 후로 우리는 모두 즐거운 생활을 하고 있는 듯하다.
"
409,E69," 하지만 지금은 내가 할 일은 없어.""
나는 그 말이 마음에 걸렸지만 그렇다고 대답하지는 못했다.
""그렇게까지 할 수 있는 사람은 없을 거예. 하지만 나는 그 사람을 믿고 있어.""
나는 내 얼굴을 똑바로 응시해 보기로"
410,E69, 그래서 내가 이렇게 하는 게 참 행복할 거 같아. 내가 그~ 뭐가 제일 행복한 거 같냐면 나는 그게 제일 행복해? 내가 제일 행복해라고 생각하는 사람은 누구지 모르겠는데? 네
411,E69," 학생회는 학교운영위원회를 열어 선출하고 학교 운영위원회를 통과해 학생총회를 열게 될 것 같다""라며 ""이번에 당선될 학생은 모두 학생회장을 역임했던 학생들이라고"
412,E69," 그건 잘 모르지만, 그래도 우리 아저씨 같은 경우에는 성격이 좀 화통해 보여서 우리도 화통한 기질이 있지. 그래서 우리도 우리랑 같이 화"
413,E63,"!""
""그런데, 저런 애들하고 어울린단 말씀이세요, 저.""
그녀는 그 말이 무슨 뜻인지를 알아차렸다.
그리고 그녀의 말에 따라 그녀를 다시 보았다.
그리고 다시 그녀를 보았다.
그녀는 그녀의"
414,E63," 하지만 나는 내 마음이 편하거든.""
나는 내 손을 잡고 천천히 걸어가며 물었다.
그러면서 나는 다시 한번 내 말을 가로막는 말을 하고 말았다.
내게 그런 말을"
415,E65,"""
이미 핸드를 잡은 여자애와 그 여자가 서로 손을 맞댔지만 아무 일도 없었어요.
이렇게까지 해서라도 여자애는 자기와 헤어져, 다시는 그 여자와"
416,E65,"!
#먹부림#먹자.
오늘부터 내꺼!!!
내일은 더워지네 ㅠㅠ 
오늘의 포스는 내꺼 ㅠㅠㅠㅠ!
이렇게 먹고 #"
417,E65," 이랬어요!
이렇게 말하니깐 내가 뭐가 그렇게 화를 내나요?
이런 말 하는 거예요,
내가 너랑 결혼하고 싶다는 얘긴 했나요?
"
418,E61," 하지만 난 그 일을 하고 있는 것이 아니라 엄마 아빤 나를 위해서 일을 하셨으니까, 난 아까운 아줌마의 마음을 조금만이라도 아낀다는"
419,E61," 넌 내가 너에게 잘해줄거라고 생각하니 기특한 기분이야.""
그녀는 내 말에 대답을 못했다.
나는 그녀에게 고개를 돌렸다.
그리고 그녀가 내 앞에 있는 걸 눈치를 못 줬지만 그녀는 내"
420,E60," 그리고 내가 지금 그~ 저를 좀 도와준다고 해서, 그래서 이제 내 친구들도 많이 좋아해 가지고. 근데, 내가 지금 좀 많이 도와주고 싶은데? 내가 이제 내 친구도 이제"
421,E66," 그걸 보고 난 후로는 내가 결혼했지 뭐예요? 아, 그게. 난 그 사람이 내 동생이야! 그 사람이 그 사람을 결혼시켜준 게 그거잖어? 난 내 동생이"
422,E64," 그리고 이게 왠만하면 내 남자 친구한테만 하는 얘기가 아니야.""
아무것도 안 하는 척하는 남자들이 있었다.
그런 남자들 때문에"
423,E64," 그게 아니라 결혼생활을 오래 유지할 수 없을 수도 있나?"" 라고 반문하겠지.
하지만 나는 그렇게 생각해.
결혼은 정말 행복한 일이고 결혼도 행복한 일이니까 말이에"
424,E62," 그게 다 내 실수라고. 난 정말 그게 너무 미운 거라고 생각해요.""
아빠가 웃으며 말했지만 나는 고개를 저"
425,E62," 그건 정말이지 정말 아니지?"" 하고 묻는다.
이런저렇게 말하지만 그녀는 여전히 웃어넘기는 듯 하다.
그런데 그 순간 갑자기 <unk> 하고 목소리가 들려온다.
""그런"
426,E68, 그건 정말 큰 실수예요. 아유 아휴. 네네. 네네. 예쁘다. 예쁘고 예쁘다 뭐 이렇게 예. 예쁘게 예. 이렇게 해서 예뻐요. 네~ 네
427,E66," 그런데 내가 그 여행을 떠나고 싶다고 해서 내가 셰계 여행을 갈 거냐, 아니야!""
""내가 너에게 여행 가겠다고 말한 적은 없냐? 그게 뭐가 그리 급했는지 몰라.
"
428,E62," 그건 내일도 똑같아. 내일, 그게 바로 내가 취직하고 싶어하는 기업이 되는 거란 말이야! 내일은 또 다른 기업도 있을 텐가? 그게 곧"
429,E65," 서류전형 때 다 <unk>니꺼? 합격했는데 서류 전형에서 떨어졌는데 면접 때 떨어진 게 서류 합격했지.""
그녀는 고개를 가로 젓는다.
그리고 한 걸음 한"
430,E68," 정말 감사해요. 정말 너무 행복했습니다."" (중략 ) ( ""그냥 좋았습니다."" ) #</d> 2018년 10월 31일
2018년 12월 1일
2016. 11. 22"
431,E62, 그래서 그게 안 되더라”며 “이제부터라도 내가 먼저 상의를 하고 싶은 거다. 그런데 상견이 늦어지는 바람에 너무 화가 나서 어쩔 줄
432,E62," 네? 예? 네. 그거는 인제 뭐 예. 저희들한테 얘기할 게 아니잖어요.
아니 저는 예. 저희는 인제 뭐"
433,E65,"! #임신을 한 지 얼마 안 됐어요.?""
임신은 내가 하는 거니???
""응"
434,E66," 그래서 같이 싸웠어.""
이미 친해졌다고 생각한 이씨는 그 말을 믿지 못하고 계속 말만 되풀이하였다.
그는 그 말을 믿지 못하는지 계속 그 말을 믿지 못하는 듯하다가 결국 거짓으로 드러났다.
그런 그가 이"
435,E60, 근가 뭔지 모르는데 그~ 이게 뭘까? 아빠는 뭐라고 그랬는데? 응 근까 왠가
436,E68," 그래서 그게 내 인생에서 내 인생의 전부라는 생각이 들어요.
그래서 그게 그걸로 끝나는 거 아니겠어요.
네. 네에~ 그래서 그런 거는 이제 연애 중에 가장 행복해지는 거"
437,E61," 이번에 계약직으로 다시 복직되어 정규직이 되었어.
아무래도 정규직은 아니지만.
그래, 나도 그게 정말 기쁘다.
그래. 나도 이게 내가"
438,E61," 그래서 계약직으로 채용이 된 거지.
그렇게 되니까 이거 뭐야?
그냥 그냥 계약직은 아니고 계약직인거 같애요.
그니까 정규직 사원에서"
439,E67, 임신한 아내를 둔 엄마는 임신 5개월차인 아내를 임신한 아내를 두고 '남편의 건강도 중요하다'고 생각하셨을 텐데이. 남편은 출산 전 임신한 아내와
440,E67, 그리고 산부인과 의사인 저한테서 진맥을 받아보기 위해 병원을 찾았다가 저희 집 근처 한적한 산촌에서 만났는데 그 산부인과에 처음 와보는 거 같
441,E69," 내가 지금 결혼하고 있어?
그렇다고 해? 그럼, 지금이라도 빨리 결혼을 해? 내가 먼저 결혼하자고 할 거 아녜요?
이혼하고 나서 난, 내 결혼하고 나"
442,E69, 그러고 보니까 그 아이가 또 다른 아이를 낳을 거라고 믿어. 그 아이가 또 또 다른 아이로 자라. 그러는 걸로 봐서 그 아이에 대해서는 어떻게 생각하고 있는지 궁금해.
443,E66," 그리고 또 하나 더 중요한 게 이거 때문에 이제 뭐~ 이제 우리도 뭐~ 뭐라 그랬나? 어.
이제 뭐~ 뭐~ 그거 좀 뭐라"
444,E69, 그러나 이게 끝이 아니라 더 많은 시간이 필요할 것 같아서. 하지만 난 그 동안 너무 바쁘게 일했다. 그걸 어떻게든 해야겠다고 결심해. 난 이제 그 일을 계속해야
445,E61," 그래서 내가 이 책을 쓸 때마다 나는 이 책을 읽고 난 뒤에 내가 어떻게 살아야 하는가를 알게 되었어. 그게 내 삶에서 중요한 일이라는 걸 알게 됐고, 나는 이제 내 삶 속에서 가장 큰 힘을 얻고 있더구먼"
446,E67," 그리고 그 이후로 계속 연애할 생각을 하니 너무 기쁘다""라며 ""이렇게 많은 사람이 다 연애에 대해 관심을 가지고 있는데 내가 왜 이렇게 기쁠까?
왜냐면 이게 정말 이 사람이 연애"
447,E67," 그래서 내가 남자랑 결혼할까봐 그랬는데 남자친구와 결혼해서 남자 친구랑 결혼할래, 여자 친구랑 결혼해서 남자가 여자를 사랑하고 여자를 좋아하는 거 같아? 여자친"
448,E62," 내가 이걸 어떻게 할 건데.""
""그렇다면 당신들은 그거 어떻게 할 수 있을지 생각해 봅시다만. 나는 지금 당장 내 일을 그만둘까 봐요.""
"""
449,E69,"""
그는 자신의 감정을 억누르고 싶을 만큼 사랑하고 있다는 사실을 잘 알기 때문이다.
그는 자신을 위해 자신의 사랑을 베풀 줄 알고 있었다.
""내가 너에게 무엇을 할 거라"
450,E62," 나는 항상 내가 하고픈 말이 있어. 내가 하고픈 말, 나는 너한테 거짓말로 들린 거잖아, 내가 그 말을 하고 싶어서 거짓말한 거니까.""
그는 나를 비웃고 있는"
451,E62, 그래서 항상 내 마음을 잘 이해해주고 잘 챙겨서 아이들과 좋은 대화를 해. 내 마음도 마찬가지야.”라며 딸에게는 늘 고민을 얘
452,E62," 그거 안 해도 되니?
그런데, 난 왜 안 그래?
그런데도 난 안 그래, 그게 뭐지??
그게 뭐야 이따위 거 다 내버"
453,E66, 그걸로 족한데 내가 어떻게 할 거야. 난 지금껏 내가 한 일에 대해 아무것도 모른 채 그저 행복해. 하지만 이제 와서 후회
